"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"1054_at"	"0.9997"	"7.57e-01"	"-0.321758"	"-6.0143"	"-0.068279"	"RFC4"	"replication factor C subunit 4"
"34164_at"	"0.9997"	"7.57e-01"	"-0.321749"	"-6.0143"	"-0.050013"	""	""
"36415_at"	"0.9997"	"7.57e-01"	"-0.321743"	"-6.0143"	"-0.047797"	"CASK"	"calcium/calmodulin dependent serine protein kinase"
"2038_g_at"	"0.9997"	"7.57e-01"	"-0.321714"	"-6.0143"	"-0.048589"	"BCL2"	"BCL2, apoptosis regulator"
"33312_at"	"0.9997"	"7.57e-01"	"-0.321685"	"-6.0143"	"-0.05698"	"CRYAA"	"crystallin alpha A"
"34598_at"	"0.9997"	"7.57e-01"	"-0.321541"	"-6.0144"	"-0.0529425"	"TNR"	"tenascin R"
"32158_at"	"0.9997"	"7.57e-01"	"0.321479"	"-6.0144"	"0.047431"	"RAD9A"	"RAD9 checkpoint clamp component A"
"39534_at"	"0.9997"	"7.57e-01"	"0.321424"	"-6.0144"	"0.0594875"	"TSSK2"	"testis specific serine kinase 2"
"40710_at"	"0.9997"	"7.57e-01"	"0.321304"	"-6.0144"	"0.0557505"	"CLGN"	"calmegin"
"35246_at"	"0.9997"	"7.57e-01"	"0.321281"	"-6.0144"	"0.062755"	"TYRO3"	"TYRO3 protein tyrosine kinase"
"36186_at"	"0.9997"	"7.57e-01"	"-0.32126"	"-6.0145"	"-0.073928"	"RNPS1"	"RNA binding protein with serine rich domain 1"
"396_f_at"	"0.9997"	"7.57e-01"	"-0.321088"	"-6.0145"	"-0.0590805"	"EPOR"	"erythropoietin receptor"
"39980_at"	"0.9997"	"7.57e-01"	"0.321076"	"-6.0145"	"0.085147"	"VRK1"	"vaccinia related kinase 1"
"1780_at"	"0.9997"	"7.57e-01"	"0.321029"	"-6.0145"	"0.0533765"	"FGR"	"FGR proto-oncogene, Src family tyrosine kinase"
"34355_at"	"0.9997"	"7.58e-01"	"0.320924"	"-6.0146"	"0.074477"	"MECP2"	"methyl-CpG binding protein 2"
"36584_at"	"0.9997"	"7.58e-01"	"0.320917"	"-6.0146"	"0.0533355"	"ITIH2"	"inter-alpha-trypsin inhibitor heavy chain 2"
"990_at"	"0.9997"	"7.58e-01"	"0.320869"	"-6.0146"	"0.0647525"	"FLT1"	"fms related tyrosine kinase 1"
"307_at"	"0.9997"	"7.58e-01"	"0.320694"	"-6.0146"	"0.054579"	"ALOX5"	"arachidonate 5-lipoxygenase"
"37887_at"	"0.9997"	"7.58e-01"	"0.320668"	"-6.0147"	"0.053937"	"CHEK2"	"checkpoint kinase 2"
"36421_at"	"0.9997"	"7.58e-01"	"-0.320643"	"-6.0147"	"-0.0527405"	""	""
"AFFX-LysX-M_at"	"0.9997"	"7.58e-01"	"-0.320624"	"-6.0147"	"-0.0524795"	""	""
"37916_at"	"0.9997"	"7.58e-01"	"0.320571"	"-6.0147"	"0.053534"	"HMOX2"	"heme oxygenase 2"
"31533_s_at"	"0.9997"	"7.58e-01"	"0.320533"	"-6.0147"	"0.0475375"	"KCND3"	"potassium voltage-gated channel subfamily D member 3"
"33946_at"	"0.9997"	"7.58e-01"	"-0.320401"	"-6.0147"	"-0.0476215"	"DYRK1A"	"dual specificity tyrosine phosphorylation regulated kinase 1A"
"37007_at"	"0.9997"	"7.58e-01"	"0.320394"	"-6.0147"	"0.0608375"	"SERINC3"	"serine incorporator 3"
"31349_at"	"0.9997"	"7.58e-01"	"-0.320334"	"-6.0148"	"-0.0484955"	"PPBPP2"	"pro-platelet basic protein pseudogene 2"
"35645_at"	"0.9997"	"7.58e-01"	"0.320251"	"-6.0148"	"0.0486645"	"SNX1"	"sorting nexin 1"
"41297_at"	"0.9997"	"7.58e-01"	"0.320206"	"-6.0148"	"0.051782"	"MAN1A2"	"mannosidase alpha class 1A member 2"
"35647_at"	"0.9997"	"7.58e-01"	"0.320204"	"-6.0148"	"0.0551345"	"XPC"	"XPC complex subunit, DNA damage recognition and repair factor"
"32917_at"	"0.9997"	"7.58e-01"	"0.32009"	"-6.0149"	"0.0576745"	"LCT"	"lactase"
"40022_at"	"0.9997"	"7.58e-01"	"0.320051"	"-6.0149"	"0.0553"	"FKTN"	"fukutin"
"38262_at"	"0.9997"	"7.58e-01"	"-0.319951"	"-6.0149"	"-0.0599365"	"MBOAT2"	"membrane bound O-acyltransferase domain containing 2"
"40239_g_at"	"0.9997"	"7.58e-01"	"0.31987"	"-6.0149"	"0.0561665"	"IQCK"	"IQ motif containing K"
"32932_at"	"0.9997"	"7.58e-01"	"0.319841"	"-6.0149"	"0.048157"	"PTPN20"	"protein tyrosine phosphatase, non-receptor type 20"
"540_at"	"0.9997"	"7.58e-01"	"-0.319704"	"-6.015"	"-0.066512"	"HSPB2-C11orf52///C11orf52///HSPB2"	"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2"
"40516_at"	"0.9997"	"7.58e-01"	"0.31963"	"-6.015"	"0.0763135"	"AHR"	"aryl hydrocarbon receptor"
"31980_at"	"0.9997"	"7.59e-01"	"0.319563"	"-6.015"	"0.0664985"	"FOXN1"	"forkhead box N1"
"40102_at"	"0.9997"	"7.59e-01"	"-0.319506"	"-6.0151"	"-0.05703"	"OSBPL2"	"oxysterol binding protein like 2"
"33999_f_at"	"0.9997"	"7.59e-01"	"0.319449"	"-6.0151"	"0.0534925"	"IGHV5-78"	"immunoglobulin heavy variable 5-78 (pseudogene)"
"32608_at"	"0.9997"	"7.59e-01"	"-0.319422"	"-6.0151"	"-0.049802"	"ZNF787"	"zinc finger protein 787"
"33921_at"	"0.9997"	"7.59e-01"	"-0.319417"	"-6.0151"	"-0.04748"	"SLC37A4"	"solute carrier family 37 member 4"
"39890_at"	"0.9997"	"7.59e-01"	"0.319249"	"-6.0151"	"0.0692635"	""	""
"41852_at"	"0.9997"	"7.59e-01"	"-0.319232"	"-6.0151"	"-0.052558"	"RLF"	"rearranged L-myc fusion"
"562_g_at"	"0.9997"	"7.59e-01"	"0.319075"	"-6.0152"	"0.051454"	"FSHR"	"follicle stimulating hormone receptor"
"324_f_at"	"0.9997"	"7.59e-01"	"0.319033"	"-6.0152"	"0.0469395"	"BTF3"	"basic transcription factor 3"
"41859_at"	"0.9997"	"7.59e-01"	"-0.319007"	"-6.0152"	"-0.0540925"	"UST"	"uronyl 2-sulfotransferase"
"32297_s_at"	"0.9997"	"7.59e-01"	"-0.318995"	"-6.0152"	"-0.0533155"	"KLRC2///KLRC1"	"killer cell lectin like receptor C2///killer cell lectin like receptor C1"
"33502_at"	"0.9997"	"7.59e-01"	"-0.318825"	"-6.0153"	"-0.0469895"	"LUNAR1"	"leukemia-associated non-coding IGF1R activator RNA 1"
"37412_at"	"0.9997"	"7.59e-01"	"0.31876"	"-6.0153"	"0.058027"	"PIP4K2A"	"phosphatidylinositol-5-phosphate 4-kinase type 2 alpha"
"35123_at"	"0.9997"	"7.59e-01"	"-0.318668"	"-6.0153"	"-0.053646"	"IPO8"	"importin 8"
"34144_at"	"0.9997"	"7.59e-01"	"0.318667"	"-6.0153"	"0.0514985"	"TLR6"	"toll like receptor 6"
"1869_at"	"0.9997"	"7.59e-01"	"0.318512"	"-6.0154"	"0.063689"	"TERT"	"telomerase reverse transcriptase"
"41866_s_at"	"0.9997"	"7.59e-01"	"-0.318453"	"-6.0154"	"-0.048322"	"DTNB"	"dystrobrevin beta"
"34965_at"	"0.9997"	"7.59e-01"	"0.3183"	"-6.0155"	"0.0573025"	"CST7"	"cystatin F"
"40786_at"	"0.9997"	"7.59e-01"	"0.318287"	"-6.0155"	"0.085767"	"PPP2R5C"	"protein phosphatase 2 regulatory subunit B'gamma"
"39652_at"	"0.9997"	"7.59e-01"	"0.318235"	"-6.0155"	"0.05597"	"XCL1"	"X-C motif chemokine ligand 1"
"38796_at"	"0.9997"	"7.60e-01"	"-0.318187"	"-6.0155"	"-0.0562615"	"C1QB"	"complement C1q B chain"
"32347_at"	"0.9997"	"7.60e-01"	"-0.318118"	"-6.0155"	"-0.0466345"	"CYP4F11"	"cytochrome P450 family 4 subfamily F member 11"
"40495_at"	"0.9997"	"7.60e-01"	"0.31801"	"-6.0156"	"0.0512705"	"ORAI2"	"ORAI calcium release-activated calcium modulator 2"
"35761_at"	"0.9997"	"7.60e-01"	"-0.318004"	"-6.0156"	"-0.080958"	"AASDHPPT"	"aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"1681_at"	"0.9997"	"7.60e-01"	"-0.31797"	"-6.0156"	"-0.050191"	"ESR1"	"estrogen receptor 1"
"39069_at"	"0.9997"	"7.60e-01"	"0.317822"	"-6.0156"	"0.053714"	"AEBP1"	"AE binding protein 1"
"34383_at"	"0.9997"	"7.60e-01"	"0.317797"	"-6.0156"	"0.051672"	"USP1"	"ubiquitin specific peptidase 1"
"41022_r_at"	"0.9997"	"7.60e-01"	"0.317609"	"-6.0157"	"0.048617"	"GPD2"	"glycerol-3-phosphate dehydrogenase 2"
"35563_at"	"0.9997"	"7.60e-01"	"0.317503"	"-6.0157"	"0.0481705"	"MKL1"	"megakaryoblastic leukemia (translocation) 1"
"36765_at"	"0.9997"	"7.60e-01"	"-0.317443"	"-6.0158"	"-0.05288"	"SPEF1"	"sperm flagellar 1"
"33337_at"	"0.9997"	"7.60e-01"	"-0.317387"	"-6.0158"	"-0.090672"	"DEGS1"	"delta 4-desaturase, sphingolipid 1"
"33579_i_at"	"0.9997"	"7.60e-01"	"0.317138"	"-6.0159"	"0.051794"	"GALR3"	"galanin receptor 3"
"41139_at"	"0.9997"	"7.60e-01"	"-0.317048"	"-6.0159"	"-0.0744485"	"MAGED1"	"MAGE family member D1"
"35720_at"	"0.9997"	"7.60e-01"	"-0.317033"	"-6.0159"	"-0.084293"	"WDR47"	"WD repeat domain 47"
"34399_at"	"0.9997"	"7.60e-01"	"-0.316954"	"-6.0159"	"-0.047412"	"PTH"	"parathyroid hormone"
"37104_at"	"0.9997"	"7.60e-01"	"0.316868"	"-6.0159"	"0.072486"	"PPARG"	"peroxisome proliferator activated receptor gamma"
"38860_at"	"0.9997"	"7.60e-01"	"0.316833"	"-6.016"	"0.0564395"	"LOC729966///PDE4C"	"uncharacterized LOC729966///phosphodiesterase 4C"
"36736_f_at"	"0.9997"	"7.61e-01"	"0.316816"	"-6.016"	"0.0765055"	"PSPH"	"phosphoserine phosphatase"
"41492_r_at"	"0.9997"	"7.61e-01"	"0.31675"	"-6.016"	"0.069315"	"ATP11A"	"ATPase phospholipid transporting 11A"
"825_at"	"0.9997"	"7.61e-01"	"0.316573"	"-6.016"	"0.046654"	"PRPF4B"	"pre-mRNA processing factor 4B"
"1614_s_at"	"0.9997"	"7.61e-01"	"-0.316544"	"-6.0161"	"-0.0505045"	"CCDC144B///USP32P2///USP32P1///USP32///USP6"	"coiled-coil domain containing 144B (pseudogene)///ubiquitin specific peptidase 32 pseudogene 2///ubiquitin specific peptidase 32 pseudogene 1///ubiquitin specific peptidase 32///ubiquitin specific peptidase 6"
"38139_at"	"0.9997"	"7.61e-01"	"-0.316539"	"-6.0161"	"-0.1013155"	"FPGT"	"fucose-1-phosphate guanylyltransferase"
"35713_at"	"0.9997"	"7.61e-01"	"0.31643"	"-6.0161"	"0.0723435"	"FANCC"	"Fanconi anemia complementation group C"
"38749_at"	"0.9997"	"7.61e-01"	"-0.316343"	"-6.0161"	"-0.0547125"	"LYPD1"	"LY6/PLAUR domain containing 1"
"36010_at"	"0.9997"	"7.61e-01"	"0.316116"	"-6.0162"	"0.050104"	"MEOX1"	"mesenchyme homeobox 1"
"929_at"	"0.9997"	"7.61e-01"	"-0.315943"	"-6.0163"	"-0.0509065"	"PPARA"	"peroxisome proliferator activated receptor alpha"
"37303_at"	"0.9997"	"7.61e-01"	"-0.315903"	"-6.0163"	"-0.062701"	"PARP4"	"poly(ADP-ribose) polymerase family member 4"
"36694_at"	"0.9997"	"7.61e-01"	"-0.315855"	"-6.0163"	"-0.049444"	"KCNS3"	"potassium voltage-gated channel modifier subfamily S member 3"
"39672_at"	"0.9997"	"7.61e-01"	"0.315785"	"-6.0163"	"0.0469405"	"PTPN7"	"protein tyrosine phosphatase, non-receptor type 7"
"35401_s_at"	"0.9997"	"7.61e-01"	"-0.315683"	"-6.0163"	"-0.047358"	"MMP17"	"matrix metallopeptidase 17"
"39403_at"	"0.9997"	"7.61e-01"	"-0.315555"	"-6.0164"	"-0.047605"	"DNAJC13"	"DnaJ heat shock protein family (Hsp40) member C13"
"33031_at"	"0.9997"	"7.61e-01"	"0.315551"	"-6.0164"	"0.0496665"	""	""
"34438_at"	"0.9997"	"7.61e-01"	"0.315514"	"-6.0164"	"0.0489885"	"SERPINB9"	"serpin family B member 9"
"35696_s_at"	"0.9997"	"7.61e-01"	"0.315462"	"-6.0164"	"0.051697"	"LYST"	"lysosomal trafficking regulator"
"40677_at"	"0.9997"	"7.62e-01"	"-0.315401"	"-6.0164"	"-0.0467795"	"CCDC106"	"coiled-coil domain containing 106"
"31590_g_at"	"0.9997"	"7.62e-01"	"-0.315385"	"-6.0164"	"-0.049524"	"OR2H1///OR2H2"	"olfactory receptor family 2 subfamily H member 1///olfactory receptor family 2 subfamily H member 2"
"33154_at"	"0.9997"	"7.62e-01"	"0.315339"	"-6.0165"	"0.0514725"	"PSMB4"	"proteasome subunit beta 4"
"35465_at"	"0.9997"	"7.62e-01"	"0.315337"	"-6.0165"	"0.050253"	"SLC25A40"	"solute carrier family 25 member 40"
"1305_s_at"	"0.9997"	"7.62e-01"	"0.315335"	"-6.0165"	"0.0496925"	"CYP4F2///CYP4F3"	"cytochrome P450 family 4 subfamily F member 2///cytochrome P450 family 4 subfamily F member 3"
"37899_at"	"0.9997"	"7.62e-01"	"-0.315206"	"-6.0165"	"-0.055335"	"TYMS"	"thymidylate synthetase"
"39521_at"	"0.9997"	"7.62e-01"	"0.315085"	"-6.0165"	"0.05549"	"SLC12A4"	"solute carrier family 12 member 4"
"40019_at"	"0.9997"	"7.62e-01"	"-0.31491"	"-6.0166"	"-0.066259"	"EVI2B"	"ecotropic viral integration site 2B"
"36047_at"	"0.9997"	"7.62e-01"	"-0.314775"	"-6.0167"	"-0.046845"	"NEK1"	"NIMA related kinase 1"
"35541_r_at"	"0.9997"	"7.62e-01"	"-0.314705"	"-6.0167"	"-0.0566935"	""	""
"33729_at"	"0.9997"	"7.62e-01"	"-0.31464"	"-6.0167"	"-0.046625"	"SLC25A14"	"solute carrier family 25 member 14"
"40472_at"	"0.9997"	"7.62e-01"	"0.314637"	"-6.0167"	"0.06124"	"LPCAT4"	"lysophosphatidylcholine acyltransferase 4"
"36133_at"	"0.9997"	"7.62e-01"	"0.314479"	"-6.0167"	"0.050802"	"DSP"	"desmoplakin"
"38889_at"	"0.9997"	"7.62e-01"	"-0.314431"	"-6.0168"	"-0.064384"	"ZFYVE9"	"zinc finger FYVE-type containing 9"
"33801_at"	"0.9997"	"7.62e-01"	"0.314144"	"-6.0169"	"0.0541855"	"CD2BP2"	"CD2 cytoplasmic tail binding protein 2"
"39443_s_at"	"0.9997"	"7.62e-01"	"0.314133"	"-6.0169"	"0.1117715"	"COX5B"	"cytochrome c oxidase subunit 5B"
"33059_at"	"0.9997"	"7.62e-01"	"0.31409"	"-6.0169"	"0.0658485"	"PART1"	"prostate androgen-regulated transcript 1 (non-protein coding)"
"36709_at"	"0.9997"	"7.63e-01"	"-0.314016"	"-6.0169"	"-0.062962"	"ITGAX"	"integrin subunit alpha X"
"31716_at"	"0.9997"	"7.63e-01"	"-0.314015"	"-6.0169"	"-0.0476435"	"PCDH1"	"protocadherin 1"
"40730_at"	"0.9997"	"7.63e-01"	"0.313999"	"-6.0169"	"0.0528785"	"PNOC"	"prepronociceptin"
"39061_at"	"0.9997"	"7.63e-01"	"0.313965"	"-6.0169"	"0.0553645"	"BST2"	"bone marrow stromal cell antigen 2"
"36883_at"	"0.9997"	"7.63e-01"	"-0.313941"	"-6.0169"	"-0.2042575"	"KRT13"	"keratin 13"
"41033_at"	"0.9997"	"7.63e-01"	"-0.313648"	"-6.017"	"-0.0551415"	"ZNF84"	"zinc finger protein 84"
"35387_r_at"	"0.9997"	"7.63e-01"	"0.313624"	"-6.017"	"0.067799"	"ACHE"	"acetylcholinesterase (Cartwright blood group)"
"36546_r_at"	"0.9997"	"7.63e-01"	"-0.313599"	"-6.017"	"-0.0468665"	"SFI1"	"SFI1 centrin binding protein"
"41035_at"	"0.9997"	"7.63e-01"	"0.313572"	"-6.0171"	"0.051401"	"TBKBP1"	"TBK1 binding protein 1"
"31632_at"	"0.9997"	"7.63e-01"	"0.313399"	"-6.0171"	"0.0459835"	"ZNF259P1"	"zinc finger protein 259 pseudogene 1"
"39346_at"	"0.9997"	"7.63e-01"	"0.313275"	"-6.0172"	"0.056293"	"KHDRBS1"	"KH RNA binding domain containing, signal transduction associated 1"
"39064_at"	"0.9997"	"7.63e-01"	"0.313251"	"-6.0172"	"0.04903"	"ST20-MTHFS///MTHFS"	"ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"
"32951_g_at"	"0.9997"	"7.63e-01"	"0.313207"	"-6.0172"	"0.0527805"	"POU6F2"	"POU class 6 homeobox 2"
"33886_at"	"0.9997"	"7.63e-01"	"-0.312993"	"-6.0172"	"-0.0574535"	"ABI1"	"abl interactor 1"
"358_at"	"0.9997"	"7.63e-01"	"-0.312889"	"-6.0173"	"-0.0561585"	"P2RY10"	"purinergic receptor P2Y10"
"34406_at"	"0.9997"	"7.63e-01"	"-0.312852"	"-6.0173"	"-0.0472765"	"PACS2"	"phosphofurin acidic cluster sorting protein 2"
"36731_g_at"	"0.9997"	"7.63e-01"	"-0.312804"	"-6.0173"	"-0.047725"	"ABCC10"	"ATP binding cassette subfamily C member 10"
"36396_at"	"0.9997"	"7.63e-01"	"0.312758"	"-6.0173"	"0.0469795"	""	""
"37853_at"	"0.9997"	"7.64e-01"	"-0.312658"	"-6.0174"	"-0.0479605"	"UCN"	"urocortin"
"151_s_at"	"0.9997"	"7.64e-01"	"0.31259"	"-6.0174"	"0.1339075"	"TUBB"	"tubulin beta class I"
"40052_at"	"0.9997"	"7.64e-01"	"-0.312501"	"-6.0174"	"-0.047026"	"ACTR1A"	"ARP1 actin-related protein 1 homolog A, centractin alpha"
"33578_at"	"0.9997"	"7.64e-01"	"0.312222"	"-6.0175"	"0.0545375"	"FZD9"	"frizzled class receptor 9"
"31447_at"	"0.9997"	"7.64e-01"	"-0.312158"	"-6.0175"	"-0.047448"	""	""
"39573_at"	"0.9997"	"7.64e-01"	"0.312123"	"-6.0175"	"0.054692"	"GRIK2"	"glutamate ionotropic receptor kainate type subunit 2"
"38591_at"	"0.9997"	"7.64e-01"	"-0.312094"	"-6.0175"	"-0.045949"	"PMS2P5"	"PMS1 homolog 2, mismatch repair system component pseudogene 5"
"1862_at"	"0.9997"	"7.64e-01"	"0.312088"	"-6.0175"	"0.060941"	"ATM"	"ATM serine/threonine kinase"
"34913_at"	"0.9997"	"7.64e-01"	"0.312083"	"-6.0176"	"0.0579105"	"CACNA1S"	"calcium voltage-gated channel subunit alpha1 S"
"1426_at"	"0.9997"	"7.64e-01"	"0.312076"	"-6.0176"	"0.0504535"	"SLA"	"Src-like-adaptor"
"34922_at"	"0.9997"	"7.64e-01"	"-0.311959"	"-6.0176"	"-0.0553695"	"CDH19"	"cadherin 19"
"34516_at"	"0.9997"	"7.64e-01"	"-0.311935"	"-6.0176"	"-0.0542225"	"SLC12A1"	"solute carrier family 12 member 1"
"458_at"	"0.9997"	"7.64e-01"	"0.311827"	"-6.0176"	"0.0558635"	"CCR6"	"C-C motif chemokine receptor 6"
"40829_at"	"0.9997"	"7.64e-01"	"-0.311578"	"-6.0177"	"-0.0458995"	"WDTC1"	"WD and tetratricopeptide repeats 1"
"38343_at"	"0.9997"	"7.64e-01"	"-0.311387"	"-6.0178"	"-0.0499155"	"ALMS1"	"ALMS1, centrosome and basal body associated protein"
"33854_at"	"0.9997"	"7.65e-01"	"0.31132"	"-6.0178"	"0.0485875"	"ATP6V1D"	"ATPase H+ transporting V1 subunit D"
"35965_at"	"0.9997"	"7.65e-01"	"-0.311253"	"-6.0178"	"-0.049768"	"HSPA6"	"heat shock protein family A (Hsp70) member 6"
"35687_at"	"0.9997"	"7.65e-01"	"-0.311239"	"-6.0178"	"-0.058401"	"CMC4"	"C-X9-C motif containing 4"
"41782_g_at"	"0.9997"	"7.65e-01"	"0.311226"	"-6.0178"	"0.056545"	"PPFIA1"	"PTPRF interacting protein alpha 1"
"40647_at"	"0.9997"	"7.65e-01"	"0.311185"	"-6.0178"	"0.046528"	"XK"	"X-linked Kx blood group"
"34032_at"	"0.9997"	"7.65e-01"	"0.310997"	"-6.0179"	"0.0488145"	""	""
"41510_s_at"	"0.9997"	"7.65e-01"	"0.310968"	"-6.0179"	"0.053382"	"HSPA9"	"heat shock protein family A (Hsp70) member 9"
"37447_at"	"0.9997"	"7.65e-01"	"-0.310702"	"-6.018"	"-0.0476925"	"GPER1"	"G protein-coupled estrogen receptor 1"
"33993_at"	"0.9997"	"7.65e-01"	"0.310535"	"-6.0181"	"0.048505"	"MYL6"	"myosin light chain 6"
"36938_at"	"0.9997"	"7.65e-01"	"0.310485"	"-6.0181"	"0.115714"	"ASAH1"	"N-acylsphingosine amidohydrolase 1"
"32544_s_at"	"0.9997"	"7.65e-01"	"-0.310359"	"-6.0181"	"-0.0611835"	"RSU1"	"Ras suppressor protein 1"
"33199_at"	"0.9997"	"7.65e-01"	"0.310351"	"-6.0181"	"0.0470215"	"ATP8A2"	"ATPase phospholipid transporting 8A2"
"32046_at"	"0.9997"	"7.65e-01"	"-0.310324"	"-6.0181"	"-0.0473495"	"PRKCD"	"protein kinase C delta"
"39804_at"	"0.9997"	"7.65e-01"	"-0.310288"	"-6.0181"	"-0.0490775"	"LDLRAD4"	"low density lipoprotein receptor class A domain containing 4"
"1736_at"	"0.9997"	"7.65e-01"	"0.31024"	"-6.0182"	"0.2988605"	"IGFBP6"	"insulin like growth factor binding protein 6"
"38710_at"	"0.9997"	"7.65e-01"	"-0.310142"	"-6.0182"	"-0.0494845"	"LOC101927673///OTUB1"	"uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1"
"34149_at"	"0.9997"	"7.65e-01"	"-0.310106"	"-6.0182"	"-0.0497535"	"PLRG1"	"pleiotropic regulator 1"
"32513_at"	"0.9997"	"7.65e-01"	"0.310089"	"-6.0182"	"0.053536"	"NEFM"	"neurofilament, medium polypeptide"
"40718_at"	"0.9997"	"7.65e-01"	"0.310087"	"-6.0182"	"0.055485"	"CTSW"	"cathepsin W"
"36064_at"	"0.9997"	"7.65e-01"	"0.310085"	"-6.0182"	"0.0508665"	"KCNQ2"	"potassium voltage-gated channel subfamily Q member 2"
"38401_s_at"	"0.9997"	"7.65e-01"	"-0.310082"	"-6.0182"	"-0.0575365"	"LSM14A"	"LSM14A, mRNA processing body assembly factor"
"246_at"	"0.9997"	"7.65e-01"	"-0.310039"	"-6.0182"	"-0.052282"	"KLK1"	"kallikrein 1"
"41374_at"	"0.9997"	"7.66e-01"	"-0.309948"	"-6.0183"	"-0.0507565"	"RPS6KB2"	"ribosomal protein S6 kinase B2"
"39602_at"	"0.9997"	"7.66e-01"	"-0.309902"	"-6.0183"	"-0.046896"	"MYRIP"	"myosin VIIA and Rab interacting protein"
"32029_at"	"0.9997"	"7.66e-01"	"-0.309845"	"-6.0183"	"-0.0484515"	"LOC101060747///PDPK1"	"3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1"
"41583_at"	"0.9997"	"7.66e-01"	"-0.30983"	"-6.0183"	"-0.057452"	"FEN1"	"flap structure-specific endonuclease 1"
"37221_at"	"0.9997"	"7.66e-01"	"-0.309756"	"-6.0183"	"-0.0514245"	"PRKAR2B"	"protein kinase cAMP-dependent type II regulatory subunit beta"
"37986_at"	"0.9997"	"7.66e-01"	"0.309745"	"-6.0183"	"0.0520845"	"EPOR"	"erythropoietin receptor"
"34242_at"	"0.9997"	"7.66e-01"	"-0.309688"	"-6.0183"	"-0.0460435"	"L3MBTL1"	"l(3)mbt-like 1 (Drosophila)"
"37583_at"	"0.9997"	"7.66e-01"	"0.309662"	"-6.0184"	"0.0467125"	"KDM5D"	"lysine demethylase 5D"
"40804_at"	"0.9997"	"7.66e-01"	"0.309576"	"-6.0184"	"0.0493955"	"NUP88"	"nucleoporin 88"
"36367_at"	"0.9997"	"7.66e-01"	"0.309322"	"-6.0185"	"0.049021"	"PCDH11Y///PCDH11X"	"protocadherin 11 Y-linked///protocadherin 11 X-linked"
"35096_at"	"0.9997"	"7.66e-01"	"0.309272"	"-6.0185"	"0.070451"	"SLC1A6"	"solute carrier family 1 member 6"
"41361_at"	"0.9997"	"7.66e-01"	"-0.309011"	"-6.0186"	"-0.054586"	"CNOT8"	"CCR4-NOT transcription complex subunit 8"
"34357_g_at"	"0.9997"	"7.66e-01"	"-0.308979"	"-6.0186"	"-0.0505425"	"LOC101928625///MED21"	"uncharacterized LOC101928625///mediator complex subunit 21"
"34818_at"	"0.9997"	"7.66e-01"	"0.308959"	"-6.0186"	"0.0647625"	"ETV5"	"ETS variant 5"
"36091_at"	"0.9997"	"7.66e-01"	"0.308934"	"-6.0186"	"0.061407"	"SKAP2"	"src kinase associated phosphoprotein 2"
"40105_at"	"0.9997"	"7.66e-01"	"0.308895"	"-6.0186"	"0.0600665"	"MUT"	"methylmalonyl-CoA mutase"
"33053_at"	"0.9997"	"7.66e-01"	"-0.308803"	"-6.0186"	"-0.0518755"	""	""
"38703_at"	"0.9997"	"7.66e-01"	"0.308782"	"-6.0186"	"0.063949"	"DNPEP"	"aspartyl aminopeptidase"
"1318_at"	"0.9997"	"7.66e-01"	"0.308745"	"-6.0187"	"0.0523575"	"RBBP4"	"RB binding protein 4, chromatin remodeling factor"
"37376_at"	"0.9997"	"7.66e-01"	"0.308715"	"-6.0187"	"0.05865"	"UBXN1"	"UBX domain protein 1"
"31407_at"	"0.9997"	"7.66e-01"	"0.308628"	"-6.0187"	"0.048651"	"TMPRSS15"	"transmembrane protease, serine 15"
"37896_at"	"0.9997"	"7.67e-01"	"-0.308536"	"-6.0187"	"-0.0461615"	"TFF3"	"trefoil factor 3"
"38211_at"	"0.9997"	"7.67e-01"	"0.308513"	"-6.0187"	"0.046249"	"ZBTB20"	"zinc finger and BTB domain containing 20"
"37548_at"	"0.9997"	"7.67e-01"	"-0.308389"	"-6.0188"	"-0.046614"	"BBS9"	"Bardet-Biedl syndrome 9"
"37244_at"	"0.9997"	"7.67e-01"	"0.308377"	"-6.0188"	"0.051487"	"UCHL3"	"ubiquitin C-terminal hydrolase L3"
"35483_at"	"0.9997"	"7.67e-01"	"0.308316"	"-6.0188"	"0.0556985"	"SNX29"	"sorting nexin 29"
"1792_g_at"	"0.9997"	"7.67e-01"	"-0.307985"	"-6.0189"	"-0.050133"	"CDK2"	"cyclin dependent kinase 2"
"34996_at"	"0.9997"	"7.67e-01"	"-0.307924"	"-6.0189"	"-0.057766"	"TMPRSS2"	"transmembrane protease, serine 2"
"32148_at"	"0.9997"	"7.67e-01"	"0.307906"	"-6.0189"	"0.053333"	"FARP1"	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
"34369_at"	"0.9997"	"7.67e-01"	"-0.307867"	"-6.0189"	"-0.0615755"	"MFN2"	"mitofusin 2"
"34465_at"	"0.9997"	"7.67e-01"	"0.307616"	"-6.019"	"0.0479375"	"RS1"	"retinoschisin 1"
